Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2023-09-08 00:00:00-04:00,28.94700050354004,29.30500030517578,28.420000076293945,29.010000228881836,10790000,0.0,0.0,RBLX
